"prodID";"prodName";"compID";"compName";"gender";"category";"size";"occasion";"material";"weight";"repeatable";"made";"warranty";"price"
434;"Artisan Cool Stunning Charm";72;"Johnson Murray and Konopelski";"Female";"Charm";40;"Surgery";"Diamonds";1;"No";"Handmade";"No";24525
435;"Prismatic Cut-Out Floral Ring";72;"Johnson Murray and Konopelski";"Male";"Ring";11;"Just Because";"Onyx";5;"No";"Handmade";"No";8966
436;"Polished Finely Detailed Pendant";72;"Johnson Murray and Konopelski";"Male";"Pendant";18;"Engagement";"Stainless Steel";15;"Yes";"Machine";"No";622
437;"Gunmetal Attention-Getting Circlet";72;"Johnson Murray and Konopelski";"Male";"Circlet";516;"Just Because";"Colored Diamonds";20;"Yes";"Machine";"No";165
438;"Unique Engineered Circlet";73;"Kulas Strosin and Krajcik";"Female";"Circlet";537;"Apology";"Colored Gemstones";17;"Yes";"Machine";"Yes";5154
439;"Hammered Flirty Pendant";73;"Kulas Strosin and Krajcik";"Male";"Pendant";30;"Graduation";"Ruthenium";6;"Yes";"Machine";"Yes";1214
440;"Gorgeous Sale-Priced Armlet";73;"Kulas Strosin and Krajcik";"Female";"Armlet";162;"Graduation";"White Gold";2;"No";"Handmade";"Yes";4647
441;"Dependable Innovative Solid Brooch";73;"Kulas Strosin and Krajcik";"Male";"Brooch";50;"Birthday";"Ruthenium";15;"Yes";"Handmade";"No";4465
442;"Embellished Exciting Complex Charm";73;"Kulas Strosin and Krajcik";"Female";"Charm";24;"Apology";"Pearls";3;"No";"Handmade";"No";20052
443;"Ornate Exceptional Cuff links";73;"Kulas Strosin and Krajcik";"Female";"Cuff links";45;"Wedding";"Crystal";15;"No";"Machine";"No";10016
444;"Unique Radiant Engineered Bracelet";73;"Kulas Strosin and Krajcik";"Female";"Bracelet";163;"Graduation";"Platinum";7;"No";"Handmade";"Yes";9722
445;"Professional Dangly Designer Brooch";73;"Kulas Strosin and Krajcik";"Male";"Brooch";20;"Promotion";"Sterling Silver";11;"Yes";"Handmade";"Yes";2450
446;"Encased Contemporary Mosaic Armlet";74;"Bergnaum Inc and Co";"Male";"Armlet";195;"Thank You";"Rose Gold";6;"Yes";"Machine";"Yes";2763
447;"Burnished Cute Dapper Anklet";74;"Bergnaum Inc and Co";"Female";"Anklet";204;"Wedding";"Onyx";19;"No";"Machine";"Yes";12069
448;"Set Trendsetting Circlet";74;"Bergnaum Inc and Co";"Male";"Circlet";582;"Birthday";"Titanium";7;"Yes";"Machine";"No";3032
449;"Laser-Cut Snag-Free Stylish Belly chain";74;"Bergnaum Inc and Co";"Male";"Belly chain";559;"Thank You";"Tanzanites";17;"Yes";"Machine";"No";5520
450;"Rough-Cut Cutting-Edge Belly chain";74;"Bergnaum Inc and Co";"Male";"Belly chain";538;"Surgery";"Colored Gemstones";6;"No";"Handmade";"No";14620
451;"Fancy Engineered Everyday Necklace";74;"Bergnaum Inc and Co";"Male";"Necklace";754;"Thank You";"Turquoise";12;"Yes";"Machine";"No";1233
452;"Distinctive Two-Tone Watch";74;"Bergnaum Inc and Co";"Female";"Watch";50;"Apology";"Silk";11;"No";"Handmade";"Yes";33150
453;"Inlaid Edgy Hairpin";74;"Bergnaum Inc and Co";"Female";"Hairpin";44;"Surgery";"Titanium";8;"Yes";"Handmade";"No";7174
454;"Cool Floral Armlet";74;"Bergnaum Inc and Co";"Male";"Armlet";143;"Holiday";"Stainless Steel";1;"Yes";"Machine";"No";7740
455;"Flexible Teardrop Small Armlet";74;"Bergnaum Inc and Co";"Female";"Armlet";217;"Promotion";"Silk";6;"No";"Handmade";"Yes";25038
456;"Sexy Gorgeous Artisanal Pin";75;"Bradtke Ltd";"Female";"Pin";39;"Apology";"Stainless Steel";6;"No";"Handmade";"Yes";27850
457;"Supportive Bold Bracelet";75;"Bradtke Ltd";"Female";"Bracelet";181;"Engagement";"Colored Gemstones";10;"No";"Machine";"Yes";8323
458;"Slip-On Hand-Finished Pendant";75;"Bradtke Ltd";"Male";"Pendant";42;"Apology";"Silk";12;"No";"Handmade";"No";21186
459;"Detailed Artisan Reflective Brooch";75;"Bradtke Ltd";"Male";"Brooch";36;"Engagement";"Titanium";5;"Yes";"Machine";"No";1213
460;"Complex Sleek Kiln-Fired Locket";75;"Bradtke Ltd";"Female";"Locket";26;"Anniversary";"Colored Gemstones";20;"Yes";"Machine";"Yes";5308
461;"Dramatic Streamlined Pin";75;"Bradtke Ltd";"Female";"Pin";19;"Just Because";"Titanium";12;"No";"Handmade";"Yes";11962
462;"Top-Of-The-Line Cutting-Edge Beaded Charm";75;"Bradtke Ltd";"Female";"Charm";40;"Just Because";"Silk";5;"No";"Handmade";"Yes";24138
463;"Sporty Metallic Artisanal Watch";75;"Bradtke Ltd";"Male";"Watch";49;"Surgery";"Rose Gold";9;"No";"Machine";"No";6027
464;"Cut-Out Brilliant Hairpin";75;"Bradtke Ltd";"Female";"Hairpin";17;"Thank You";"Ruthenium";18;"No";"Handmade";"Yes";5766
465;"Sexy Delicate Ring";75;"Bradtke Ltd";"Male";"Ring";7;"Promotion";"Colored Gemstones";6;"Yes";"Machine";"No";465
466;"Solid Clustered Necklace";76;"Stiedemann Fritsch and Kassulke and Co";"Female";"Necklace";515;"Wedding";"Gold";15;"Yes";"Handmade";"No";20872
467;"Detailed Hot Brooch";77;"King and Sons";"Female";"Brooch";42;"Surgery";"Lacquer";5;"No";"Handmade";"Yes";11396
468;"Hand-Carved Streamlined Earrings";77;"King and Sons";"Male";"Earrings";4;"Holiday";"Ruthenium";19;"Yes";"Handmade";"Yes";1758
469;"Glittering Silver Cuff links";77;"King and Sons";"Female";"Cuff links";48;"Just Because";"Sapphires";14;"No";"Machine";"No";8019
470;"Funky Gunmetal Circlet";77;"King and Sons";"Male";"Circlet";581;"Wedding";"Gold";13;"No";"Handmade";"No";7120
471;"Iridescent Decorative Anklet";77;"King and Sons";"Female";"Anklet";174;"Thank You";"Colored Gemstones";19;"No";"Handmade";"No";6550
472;"Mosaic Encased Amulet";77;"King and Sons";"Male";"Amulet";17;"Engagement";"Pearls";16;"No";"Handmade";"Yes";3384
473;"Rugged Trendsetting Gold-Plated Pin";78;"Reichel and Sons";"Male";"Pin";44;"Graduation";"Tanzanites";19;"No";"Handmade";"Yes";4444
474;"Silver-Tone Suspended Ring";78;"Reichel and Sons";"Male";"Ring";12;"Just Because";"Ruthenium";17;"Yes";"Machine";"Yes";1185
475;"Fine Beaded Corrosion-Resistant Pendant";78;"Reichel and Sons";"Male";"Pendant";47;"Surgery";"Lacquer";4;"Yes";"Machine";"No";4748
476;"Hand-Carved Subtle Earrings";78;"Reichel and Sons";"Male";"Earrings";7;"Surgery";"Gold";16;"No";"Handmade";"No";3498
477;"Nickel-Free Chunky Pin";78;"Reichel and Sons";"Female";"Pin";45;"Engagement";"Pearls";5;"No";"Machine";"Yes";4983
478;"Individualist Wooden Amulet";78;"Reichel and Sons";"Male";"Amulet";48;"Surgery";"Diamonds";6;"No";"Machine";"Yes";3764
479;"Sparkly Radiant Pin";78;"Reichel and Sons";"Female";"Pin";22;"Engagement";"Sapphires";17;"Yes";"Machine";"Yes";6134
480;"Large Cut-Out Necklace";78;"Reichel and Sons";"Male";"Necklace";650;"Holiday";"Stainless Steel";8;"No";"Machine";"No";3247
481;"Top-Of-The-Line Dramatic Sassy Necklace";78;"Reichel and Sons";"Male";"Necklace";555;"Graduation";"Aquamarines";16;"No";"Handmade";"Yes";8620
482;"Preppy Chic Necklace";78;"Reichel and Sons";"Male";"Necklace";796;"Baby Shower";"Ruthenium";14;"Yes";"Handmade";"Yes";1671
483;"Mosaic Wear-Anywhere Hairpin";79;"Pfeffer Group LLC";"Female";"Hairpin";27;"Promotion";"Crystal";8;"Yes";"Handmade";"No";9437
484;"Period Trendsetting Watch";79;"Pfeffer Group LLC";"Male";"Watch";40;"Surgery";"Rose Gold";11;"No";"Handmade";"No";9082
485;"Chunky Minimalist Brooch";79;"Pfeffer Group LLC";"Female";"Brooch";15;"Baby Shower";"Sapphires";15;"Yes";"Handmade";"No";7582
486;"Platinum Corrosion-Resistant Round-Cut Pin";79;"Pfeffer Group LLC";"Female";"Pin";47;"Apology";"Silk";10;"No";"Machine";"Yes";34808
487;"Keepsake Adorable Slip-On Cuff links";79;"Pfeffer Group LLC";"Male";"Cuff links";40;"Anniversary";"Lacquer";7;"Yes";"Machine";"Yes";2208
488;"Exceptional Silver-Tone Watch";79;"Pfeffer Group LLC";"Female";"Watch";32;"Holiday";"Ruthenium";6;"Yes";"Handmade";"No";10989
489;"Sparkly Carved Designer Watch";80;"Erdman Group";"Male";"Watch";37;"Surgery";"Silk";11;"No";"Machine";"Yes";13384
490;"Snag-Free Colorful Circlet";80;"Erdman Group";"Female";"Circlet";599;"Anniversary";"Crystal";5;"Yes";"Machine";"No";8744
491;"Wrapped Costume Two-Tone Brooch";80;"Erdman Group";"Female";"Brooch";48;"Surgery";"Rose Gold";20;"No";"Handmade";"Yes";12992
492;"Round-Cut Multi-Faceted Streamlined Pendant";80;"Erdman Group";"Male";"Pendant";26;"Surgery";"Silk";13;"No";"Machine";"Yes";19688
493;"Decorative Corrosion-Resistant Adorable Bracelet";80;"Erdman Group";"Female";"Bracelet";192;"Thank You";"Sterling Silver";11;"Yes";"Machine";"No";6796
494;"Tapered Striking Necklace";81;"Donnelly Abbott and Bins";"Female";"Necklace";809;"Graduation";"White Gold";6;"No";"Handmade";"Yes";16143
495;"Classic Flirty Funky Charm";81;"Donnelly Abbott and Bins";"Female";"Charm";34;"Holiday";"Sterling Silver";2;"Yes";"Machine";"No";12133
496;"Rough-Cut Individualist Smoky Earrings";81;"Donnelly Abbott and Bins";"Female";"Earrings";9;"Surgery";"Tanzanites";12;"No";"Machine";"Yes";11491
497;"Hot Polished Bracelet";81;"Donnelly Abbott and Bins";"Male";"Bracelet";128;"Apology";"Ruthenium";2;"Yes";"Machine";"No";8816
498;"Adjustable Gold-Toned Preppy Ring";82;"Blick and Sons and Sons";"Male";"Ring";13;"Just Because";"Sapphires";10;"Yes";"Handmade";"Yes";6255
499;"Adorable Exceptional Ring";82;"Blick and Sons and Sons";"Male";"Ring";3;"Promotion";"Tanzanites";15;"Yes";"Machine";"Yes";2220
500;"Crackled Wrapped Gold-Toned Charm";83;"Doyle-Prosacco and Sons";"Female";"Charm";22;"Promotion";"Diamonds";2;"Yes";"Handmade";"Yes";10153
501;"Dangling Individualist Watch";83;"Doyle-Prosacco and Sons";"Female";"Watch";36;"Wedding";"Platinum";6;"No";"Machine";"Yes";16668
502;"Artisanal Precise Hand-Carved Hairpin";83;"Doyle-Prosacco and Sons";"Female";"Hairpin";34;"Surgery";"Colored Diamonds";8;"No";"Handmade";"No";24623
503;"Sexy Gorgeous Metallic Belly chain";83;"Doyle-Prosacco and Sons";"Female";"Belly chain";568;"Thank You";"Colored Diamonds";1;"Yes";"Handmade";"No";8732
504;"Gold-Toned Scratch-Resistant Anklet";83;"Doyle-Prosacco and Sons";"Male";"Anklet";148;"Anniversary";"Turquoise";13;"Yes";"Handmade";"Yes";8354
505;"Finely Detailed Lightweight Sophisticated Armlet";83;"Doyle-Prosacco and Sons";"Female";"Armlet";166;"Surgery";"Diamonds";1;"No";"Handmade";"Yes";12109
506;"Corrosion-Resistant Sporty Ring";84;"Wunsch-Cummings LLC";"Male";"Ring";6;"Graduation";"Rose Gold";7;"No";"Handmade";"Yes";10075
507;"Crackled Dramatic Circlet";85;"Beier PLC and Co";"Male";"Circlet";512;"Birthday";"Platinum";16;"No";"Machine";"No";10338
508;"Large Scratch-Resistant Necklace";85;"Beier PLC and Co";"Male";"Necklace";373;"Holiday";"Rose Gold";14;"Yes";"Machine";"No";6755
509;"Graceful Prismatic Striking Hairpin";85;"Beier PLC and Co";"Female";"Hairpin";41;"Holiday";"Titanium";3;"Yes";"Handmade";"No";9844
510;"Artisan Glitzy Watch";85;"Beier PLC and Co";"Male";"Watch";50;"Thank You";"Turquoise";2;"No";"Machine";"Yes";5550
511;"Hand-Finished Glitzy Multistrand Belly chain";85;"Beier PLC and Co";"Female";"Belly chain";626;"Baby Shower";"Turquoise";4;"Yes";"Machine";"Yes";11752
512;"Reflective Subtle Sassy Armlet";85;"Beier PLC and Co";"Female";"Armlet";156;"Engagement";"Aquamarines";6;"Yes";"Machine";"No";10027
513;"Ornate Multi-Faceted Belly chain";85;"Beier PLC and Co";"Male";"Belly chain";613;"Anniversary";"Pearls";9;"Yes";"Handmade";"No";6890
514;"Beaded Smooth Genuine Ring";85;"Beier PLC and Co";"Female";"Ring";7;"Anniversary";"White Gold";10;"Yes";"Handmade";"Yes";12450
515;"Comfortable Unique Ring";86;"Conroy Carroll and Hettinger";"Female";"Ring";11;"Surgery";"Gold";19;"No";"Handmade";"No";5081
516;"Sparkling Sparkly Charm";87;"Gleichner Inc and Co";"Female";"Charm";41;"Promotion";"Diamonds";10;"No";"Machine";"Yes";11448
517;"Genuine Burnished Multi-Faceted Brooch";87;"Gleichner Inc and Co";"Female";"Brooch";30;"Baby Shower";"Lacquer";8;"No";"Handmade";"Yes";19112
518;"Two-Tone Smoky Earrings";87;"Gleichner Inc and Co";"Female";"Earrings";8;"Birthday";"Colored Gemstones";11;"No";"Machine";"No";14930
519;"Dangly Precise Top-Of-The-Line Circlet";87;"Gleichner Inc and Co";"Female";"Circlet";571;"Thank You";"Crystal";19;"No";"Machine";"Yes";8760
520;"Lovely Cool Comfy Locket";87;"Gleichner Inc and Co";"Male";"Locket";41;"Anniversary";"Colored Diamonds";8;"No";"Machine";"No";9479
521;"Gold-Filled Sophisticated Snag-Free Ring";87;"Gleichner Inc and Co";"Female";"Ring";12;"Graduation";"Colored Diamonds";4;"No";"Handmade";"No";20029
522;"Cutting-Edge Dangling Pendant";87;"Gleichner Inc and Co";"Male";"Pendant";32;"Birthday";"Colored Diamonds";15;"No";"Handmade";"Yes";9250
523;"Keepsake Trendsetting Hairpin";87;"Gleichner Inc and Co";"Male";"Hairpin";41;"Wedding";"Tanzanites";14;"No";"Machine";"Yes";6372
524;"Small Innovative Locket";88;"Kertzmann Heidenreich and Larson and Co";"Female";"Locket";47;"Apology";"Silk";5;"Yes";"Machine";"Yes";15682
525;"Marbled Flexible Slender Necklace";88;"Kertzmann Heidenreich and Larson and Co";"Male";"Necklace";417;"Holiday";"Diamonds";10;"No";"Machine";"No";8846
526;"Bejeweled Polished Charm";88;"Kertzmann Heidenreich and Larson and Co";"Male";"Charm";31;"Surgery";"Titanium";1;"No";"Machine";"Yes";2932
527;"Gold-Plated Laser-Cut Hairpin";88;"Kertzmann Heidenreich and Larson and Co";"Male";"Hairpin";45;"Birthday";"Crystal";13;"No";"Handmade";"Yes";3303
528;"Burnished Cutting-Edge Genuine Ring";88;"Kertzmann Heidenreich and Larson and Co";"Female";"Ring";3;"Holiday";"Ruthenium";15;"No";"Handmade";"No";9669
529;"Rocker-Style Large Sparkling Brooch";88;"Kertzmann Heidenreich and Larson and Co";"Female";"Brooch";28;"Apology";"Platinum";3;"Yes";"Handmade";"Yes";10723
530;"Antique Rocker-Style Sophisticated Charm";88;"Kertzmann Heidenreich and Larson and Co";"Male";"Charm";23;"Engagement";"Onyx";1;"Yes";"Machine";"Yes";652
531;"Stylish Sparkly Cuff links";88;"Kertzmann Heidenreich and Larson and Co";"Female";"Cuff links";13;"Engagement";"Pearls";5;"No";"Machine";"No";6533
532;"Durable Contemporary Elegant Ring";88;"Kertzmann Heidenreich and Larson and Co";"Female";"Ring";7;"Wedding";"Sapphires";4;"No";"Handmade";"No";9877
533;"Innovative Timeless Brooch";88;"Kertzmann Heidenreich and Larson and Co";"Male";"Brooch";45;"Graduation";"Silk";19;"No";"Handmade";"Yes";14640
534;"Simple Prismatic Cuff links";89;"Halvorson LLC PLC";"Male";"Cuff links";20;"Baby Shower";"Ruthenium";20;"No";"Machine";"No";9036
535;"Wooden Coordinating Fine Watch";89;"Halvorson LLC PLC";"Female";"Watch";40;"Thank You";"Gold";5;"No";"Handmade";"Yes";17114
536;"Round-Cut Edgy Armlet";89;"Halvorson LLC PLC";"Male";"Armlet";160;"Graduation";"Sapphires";1;"Yes";"Handmade";"No";2182
537;"Gorgeous Silver Professional Watch";89;"Halvorson LLC PLC";"Male";"Watch";35;"Baby Shower";"Crystal";4;"Yes";"Machine";"No";8565
538;"Adjustable Reflective Distinctive Earrings";89;"Halvorson LLC PLC";"Male";"Earrings";5;"Thank You";"Gold";1;"Yes";"Handmade";"Yes";6249
539;"Finely Detailed Engineered Amulet";89;"Halvorson LLC PLC";"Male";"Amulet";32;"Baby Shower";"Crystal";5;"No";"Machine";"Yes";5631
540;"Iridescent Rocker-Style Hairpin";89;"Halvorson LLC PLC";"Female";"Hairpin";15;"Engagement";"Silk";4;"Yes";"Machine";"Yes";15730
541;"Exceptional Attention-Getting Armlet";90;"Botsford-Halvorson";"Female";"Armlet";193;"Apology";"Colored Gemstones";12;"No";"Handmade";"Yes";37732
542;"Snag-Free Suspended Armlet";90;"Botsford-Halvorson";"Male";"Armlet";215;"Apology";"Rose Gold";1;"Yes";"Machine";"No";660
543;"Sporty Solid Laser-Cut Amulet";90;"Botsford-Halvorson";"Female";"Amulet";19;"Anniversary";"Ruthenium";2;"No";"Machine";"No";13962
544;"Encased Simple Bracelet";90;"Botsford-Halvorson";"Female";"Bracelet";173;"Just Because";"Rose Gold";4;"No";"Handmade";"Yes";26853
545;"Semi-Translucent Small Circlet";90;"Botsford-Halvorson";"Male";"Circlet";628;"Thank You";"Ruthenium";10;"Yes";"Machine";"No";4214
546;"Sophisticated Multistrand Gold-Toned Amulet";91;"Cassin Inc";"Female";"Amulet";49;"Holiday";"Aquamarines";7;"Yes";"Machine";"Yes";14351
547;"Exceptional Fine Laser-Cut Pin";91;"Cassin Inc";"Female";"Pin";29;"Wedding";"Gold";4;"Yes";"Machine";"Yes";8042
548;"Corrosion-Resistant Carved Cuff links";91;"Cassin Inc";"Male";"Cuff links";26;"Just Because";"Onyx";14;"No";"Handmade";"Yes";14645
549;"Top-Of-The-Line Hand-Carved Pendant";91;"Cassin Inc";"Male";"Pendant";25;"Graduation";"Onyx";7;"Yes";"Machine";"No";4257
550;"Unique Beautiful Amulet";91;"Cassin Inc";"Male";"Amulet";26;"Surgery";"Silk";20;"No";"Machine";"Yes";24829
551;"Snag-Free Hand-Finished Waterproof Anklet";91;"Cassin Inc";"Male";"Anklet";179;"Graduation";"Onyx";19;"No";"Handmade";"Yes";12508
552;"Costume Pierced Wrapped Brooch";91;"Cassin Inc";"Male";"Brooch";21;"Wedding";"Gold";18;"No";"Machine";"No";7564
553;"Burnished Embellished Opaque Charm";91;"Cassin Inc";"Female";"Charm";25;"Birthday";"Colored Gemstones";14;"Yes";"Machine";"Yes";5351
554;"Coordinating Artisan Anklet";91;"Cassin Inc";"Female";"Anklet";155;"Apology";"Ruthenium";13;"No";"Handmade";"No";30058
555;"Finely Detailed Radiant Shimmering Amulet";91;"Cassin Inc";"Male";"Amulet";18;"Holiday";"Sapphires";6;"Yes";"Machine";"Yes";10440
556;"Artisan Elegant Prismatic Charm";92;"Stehr Ankunding and Fritsch";"Male";"Charm";21;"Graduation";"Colored Gemstones";17;"No";"Machine";"No";12491
557;"Chic Slip-On Artisanal Belly chain";92;"Stehr Ankunding and Fritsch";"Female";"Belly chain";528;"Anniversary";"Aquamarines";8;"Yes";"Machine";"No";10504
558;"Durable Fine Glitzy Watch";92;"Stehr Ankunding and Fritsch";"Female";"Watch";45;"Promotion";"Sapphires";1;"No";"Handmade";"Yes";26329
559;"Iridescent Hand-Hammered Etched Armlet";92;"Stehr Ankunding and Fritsch";"Female";"Armlet";192;"Wedding";"Aquamarines";1;"No";"Machine";"No";20908
560;"Solid Dapper Engineered Earrings";92;"Stehr Ankunding and Fritsch";"Female";"Earrings";2;"Thank You";"Turquoise";4;"No";"Machine";"No";15805
561;"Superior Detailed Hairpin";92;"Stehr Ankunding and Fritsch";"Female";"Hairpin";15;"Graduation";"Rose Gold";1;"Yes";"Machine";"No";12292
562;"Encased Wrapped Sassy Charm";92;"Stehr Ankunding and Fritsch";"Female";"Charm";25;"Baby Shower";"Diamonds";12;"No";"Machine";"Yes";20598
563;"Metallic Superior Timeless Pin";92;"Stehr Ankunding and Fritsch";"Male";"Pin";42;"Graduation";"Gold";18;"Yes";"Machine";"No";7148
564;"Sexy Structural Necklace";92;"Stehr Ankunding and Fritsch";"Male";"Necklace";667;"Anniversary";"White Gold";18;"Yes";"Machine";"No";12860
565;"Subtle Metallic Marquise-Cut Charm";92;"Stehr Ankunding and Fritsch";"Female";"Charm";17;"Birthday";"Tanzanites";1;"No";"Machine";"Yes";27539
566;"Water-Resistant Semi-Translucent Cuff links";93;"Block-Yost and Co";"Male";"Cuff links";38;"Graduation";"Colored Gemstones";15;"No";"Machine";"Yes";15520
567;"Pierced Slip-On Anklet";93;"Block-Yost and Co";"Male";"Anklet";161;"Graduation";"White Gold";3;"No";"Handmade";"Yes";13868
568;"Hand-Carved Gorgeous Bracelet";93;"Block-Yost and Co";"Male";"Bracelet";196;"Birthday";"White Gold";4;"Yes";"Machine";"No";11960
569;"Top-Of-The-Line Dapper Circlet";93;"Block-Yost and Co";"Male";"Circlet";609;"Just Because";"Aquamarines";11;"Yes";"Machine";"No";8115
570;"Durable Small Set Pendant";93;"Block-Yost and Co";"Male";"Pendant";28;"Birthday";"Pearls";18;"Yes";"Handmade";"No";3434
571;"Scratch-Resistant Keepsake Sassy Brooch";93;"Block-Yost and Co";"Male";"Brooch";21;"Apology";"Platinum";17;"No";"Machine";"No";18946
572;"Hand-Crafted Laser-Cut Armlet";93;"Block-Yost and Co";"Female";"Armlet";215;"Promotion";"Silk";20;"No";"Handmade";"No";23478
573;"Precise Reliable Colorful Hairpin";93;"Block-Yost and Co";"Female";"Hairpin";50;"Surgery";"Ruthenium";1;"Yes";"Machine";"No";7882
574;"Stylish Round-Cut Intricate Necklace";93;"Block-Yost and Co";"Female";"Necklace";423;"Anniversary";"Lacquer";3;"No";"Machine";"No";11360
575;"Waterproof Floral Pin";93;"Block-Yost and Co";"Female";"Pin";34;"Anniversary";"Diamonds";2;"No";"Machine";"Yes";20437
576;"Sparkling Gold-Plated Precise Necklace";94;"Gottlieb and Sons and Co";"Female";"Necklace";590;"Apology";"Gold";16;"No";"Handmade";"Yes";29224
577;"Exciting Hand-Hammered Etched Earrings";94;"Gottlieb and Sons and Co";"Female";"Earrings";2;"Birthday";"Platinum";11;"Yes";"Machine";"Yes";11569
578;"Cute Gold-Filled Contemporary Cuff links";95;"Powlowski Group";"Male";"Cuff links";33;"Graduation";"Platinum";17;"No";"Handmade";"No";3500
579;"Savvy Beautiful Circlet";95;"Powlowski Group";"Male";"Circlet";618;"Thank You";"Silk";17;"Yes";"Machine";"Yes";12102
580;"Set Radiant Sleek Hairpin";95;"Powlowski Group";"Female";"Hairpin";18;"Holiday";"Pearls";15;"No";"Handmade";"Yes";11642
581;"Durable Hand-Carved Cuff links";95;"Powlowski Group";"Male";"Cuff links";39;"Anniversary";"Diamonds";14;"No";"Machine";"No";5906
582;"Opaque Metallic Pin";95;"Powlowski Group";"Female";"Pin";42;"Wedding";"Stainless Steel";2;"Yes";"Machine";"No";3757
583;"Exciting Teardrop Amulet";95;"Powlowski Group";"Male";"Amulet";37;"Graduation";"Silk";19;"No";"Handmade";"Yes";15834
584;"Mosaic Subtle Locket";96;"Welch Ltd Group";"Female";"Locket";35;"Surgery";"Tanzanites";1;"Yes";"Machine";"No";3959
585;"Rugged Hand-Finished Hairpin";96;"Welch Ltd Group";"Male";"Hairpin";35;"Surgery";"Lacquer";1;"No";"Handmade";"Yes";3361
586;"Pierced Artisanal Etched Armlet";96;"Welch Ltd Group";"Male";"Armlet";142;"Baby Shower";"Colored Gemstones";18;"Yes";"Handmade";"Yes";3437
587;"Unique Radiant Amulet";96;"Welch Ltd Group";"Female";"Amulet";37;"Engagement";"Ruthenium";6;"Yes";"Handmade";"No";4585
588;"Vintage Large Classic Locket";97;"Willms-Rice Inc";"Female";"Locket";17;"Wedding";"Silk";4;"Yes";"Machine";"Yes";15137
589;"Beautiful Pierced Watch";97;"Willms-Rice Inc";"Male";"Watch";35;"Baby Shower";"Sterling Silver";2;"Yes";"Machine";"No";3076
590;"Versatile Gold-Toned Watch";98;"Trantow Brakus and Schimmel";"Female";"Watch";41;"Engagement";"Rose Gold";1;"Yes";"Machine";"Yes";5922
591;"Wrapped Tribal Anklet";98;"Trantow Brakus and Schimmel";"Male";"Anklet";152;"Engagement";"Colored Diamonds";10;"Yes";"Machine";"Yes";2147
592;"Sparkly Artisan Earrings";98;"Trantow Brakus and Schimmel";"Female";"Earrings";2;"Anniversary";"Ruthenium";20;"No";"Handmade";"Yes";16497
593;"Premium-Grade Chunky Smooth Pin";99;"Fay-Hintz Group";"Male";"Pin";27;"Surgery";"Turquoise";4;"No";"Handmade";"No";10420
594;"Rocker-Style Streamlined Delicate Bracelet";99;"Fay-Hintz Group";"Male";"Bracelet";150;"Engagement";"Sapphires";19;"Yes";"Machine";"Yes";7892
595;"Round-Cut Comfy Anklet";100;"Bahringer-Greenholt Group";"Male";"Anklet";130;"Surgery";"Silk";7;"No";"Machine";"No";13044
596;"Adjustable Chunky Earrings";100;"Bahringer-Greenholt Group";"Female";"Earrings";6;"Engagement";"Colored Diamonds";8;"Yes";"Machine";"No";5535
597;"Suspended Beaded Charm";100;"Bahringer-Greenholt Group";"Female";"Charm";18;"Surgery";"Pearls";4;"Yes";"Handmade";"Yes";4262
598;"Striking Designer Adjustable Bracelet";100;"Bahringer-Greenholt Group";"Female";"Bracelet";229;"Surgery";"Aquamarines";17;"No";"Machine";"Yes";10909
599;"Cool Antique Ornate Necklace";100;"Bahringer-Greenholt Group";"Female";"Necklace";607;"Graduation";"Ruthenium";4;"No";"Machine";"Yes";6275
600;"Tiny Smoky Bracelet";100;"Bahringer-Greenholt Group";"Male";"Bracelet";220;"Graduation";"Onyx";1;"No";"Machine";"Yes";4454
601;"Precise Teardrop Dangly Necklace";100;"Bahringer-Greenholt Group";"Male";"Necklace";686;"Anniversary";"Ruthenium";19;"Yes";"Machine";"No";1992
602;"Reflective Sophisticated Brooch";101;"Greenfelder Smith and Braun PLC";"Male";"Brooch";23;"Apology";"Sterling Silver";6;"Yes";"Machine";"No";3616
603;"Sexy Adorable Hinged Amulet";101;"Greenfelder Smith and Braun PLC";"Female";"Amulet";48;"Anniversary";"Rose Gold";8;"No";"Machine";"No";9436
604;"Sassy Kiln-Fired Hammered Anklet";101;"Greenfelder Smith and Braun PLC";"Male";"Anklet";215;"Holiday";"Lacquer";2;"Yes";"Machine";"No";1562
605;"Mosaic Dangly Circlet";101;"Greenfelder Smith and Braun PLC";"Female";"Circlet";553;"Birthday";"Crystal";7;"No";"Handmade";"No";11104
606;"Hand-Carved Plated Wooden Pendant";101;"Greenfelder Smith and Braun PLC";"Male";"Pendant";41;"Surgery";"Pearls";2;"No";"Handmade";"No";7015
607;"Cute Gold Large Pin";101;"Greenfelder Smith and Braun PLC";"Male";"Pin";38;"Apology";"Gold";4;"No";"Machine";"Yes";18368
608;"Beaded Marbled Dainty Pin";101;"Greenfelder Smith and Braun PLC";"Male";"Pin";30;"Birthday";"Sapphires";11;"Yes";"Handmade";"No";2105
609;"Dainty Smoky Watch";102;"Howe Barton and Kulas and Co";"Female";"Watch";45;"Wedding";"Diamonds";8;"No";"Handmade";"No";12925
610;"Embellished Savvy Superior Earrings";102;"Howe Barton and Kulas and Co";"Male";"Earrings";5;"Baby Shower";"Silk";1;"Yes";"Machine";"Yes";10352
611;"Beautiful Dainty Durable Necklace";102;"Howe Barton and Kulas and Co";"Male";"Necklace";695;"Holiday";"Gold";16;"Yes";"Handmade";"No";1618
